policy_id,client_id,policy_name,policy_type,benefit_type,sum_assured,premium_amount,payment_frequency,payment_term,life_assured,start_date,expiry_date,status
44d46cf2-6c50-4c72-a05b-7abeb99f51b2,3c82bc5d-d68c-400a-8da1-e1c0bbe6958c,Marshall LLC Essential Plan,Life Insurance,Total Permanent Disability,10740.62,7.02,Quarterly,23,Self,2023-01-25,2024-07-30,Lapsed
be570bf0-9bec-44f9-8517-61c437ba946e,3c82bc5d-d68c-400a-8da1-e1c0bbe6958c,Lee-Davis Legacy Plan,Life Insurance,Total Permanent Disability,11384.2,4.18,Monthly,13,Parent,2023-10-25,2031-05-09,Active
40c05f18-84ef-4b3e-a516-5675201f8bd1,3c82bc5d-d68c-400a-8da1-e1c0bbe6958c,Peters LLC Health Plan,Life Insurance,Accidental,18908.74,5.88,Annual,28,Parent,2024-03-22,2030-05-04,Active
d54aec91-e36e-461b-9f6e-a004ce95b6a5,3c82bc5d-d68c-400a-8da1-e1c0bbe6958c,"Miller, Gonzalez and Hall Supreme Plan",Life Insurance,Critical Illness,11770.04,3.39,Annual,17,Spouse,2024-08-02,2026-12-28,Active
55b0ec49-57a8-43c8-8703-67e8871a32e6,0905d0a8-0144-4886-9678-7085d8a8e1b2,"Meyer, Drake and Hall Supreme Plan",Life Insurance,Total Permanent Disability,128611.98,22.26,Annual,12,Spouse,2018-01-23,2025-09-15,Matured
d1897164-3557-49cf-8aec-b53831dedc72,0905d0a8-0144-4886-9678-7085d8a8e1b2,Moore Inc Supreme Plan,Life Insurance,Death,120965.52,14.73,Annual,8,Self,2017-01-09,2019-01-26,Matured
3fb91529-b7ec-4f51-9c06-ba3df2b96098,0905d0a8-0144-4886-9678-7085d8a8e1b2,"Wilson, Ramirez and Cook Wellness Plan",Health Insurance,Hospitalization,123661.34,28.27,Annual,9,Self,2022-03-19,2026-10-28,Pending
a1203670-f9ae-4fe3-b4fb-4573eef5405b,0905d0a8-0144-4886-9678-7085d8a8e1b2,"Gill, Walsh and Mendoza Supreme Plan",Life Insurance,Critical Illness,75162.43,12.35,Quarterly,8,Spouse,2016-04-13,2024-02-17,Matured
fc461ee7-3596-4640-9c5e-5c8b70583ac8,0905d0a8-0144-4886-9678-7085d8a8e1b2,"Fitzgerald, Martinez and Campbell Shield Plan",Life Insurance,Total Permanent Disability,112980.14,27.26,Semi-Annual,5,Spouse,2022-01-09,2029-07-28,Active
ee88b2d7-7371-40ab-bc15-baf4566edf08,f0fb66a0-5e32-4e43-b49d-a9d8972a3191,Jones-Arnold Legacy Plan,Life Insurance,Hospitalization,100000.0,100.0,Monthly,20,Child,2025-01-16,2031-03-23,Active
e3c68cbd-6a63-4cb0-91d0-4c2b321b6301,f0fb66a0-5e32-4e43-b49d-a9d8972a3191,Rodriguez Inc Term Plan,Life Insurance,Critical Illness,100000.0,100.0,Quarterly,6,Spouse,2025-09-14,2030-12-09,Active
0624c107-ee56-4f81-98d1-7beca6f8f4df,f0fb66a0-5e32-4e43-b49d-a9d8972a3191,"Martinez, Rodriguez and Mccoy Health Plan",General Insurance,Hospitalization,100000.0,100.0,Semi-Annual,25,Self,2025-03-07,2030-02-25,Active
10525764-192f-428e-b1e3-8fc4f919a9aa,f0fb66a0-5e32-4e43-b49d-a9d8972a3191,Franklin-Gardner Wellness Plan,Life Insurance,Hospitalization,100000.0,100.0,Quarterly,8,Spouse,2024-03-12,2025-05-02,Matured
cce2f151-94f6-4771-826b-fb9225a89f5f,f0fb66a0-5e32-4e43-b49d-a9d8972a3191,"Cantrell, Medina and Woods Shield Plan",Health Insurance,Total Permanent Disability,100000.0,100.0,Annual,24,Child,2025-10-10,2031-07-06,Active
2df8e3cf-67c5-48c7-808a-3cb3b14bb730,1d80a08c-0f5d-462f-a864-1e9747f0d723,Hart-Morales Shield Plan,Life Insurance,Hospitalization,85813.55,45.18,Semi-Annual,21,Spouse,2024-05-11,2031-03-18,Active
a7f7c4d8-aa25-47c8-af45-5e72093a80f2,1d80a08c-0f5d-462f-a864-1e9747f0d723,Holmes-Alexander Total Care Plan,Life Insurance,Total Permanent Disability,83982.76,26.63,Quarterly,26,Parent,2023-08-05,2028-05-09,Active
f871106d-9f8b-4053-b89a-eb84b7a4c124,1d80a08c-0f5d-462f-a864-1e9747f0d723,Gillespie-Garcia Supreme Plan,Life Insurance,Critical Illness,91952.29,43.1,Annual,5,Parent,2025-04-18,2033-05-05,Active
2d773cef-7f01-44c0-aa27-95a1b7e0e666,1d80a08c-0f5d-462f-a864-1e9747f0d723,Sawyer and Sons Wellness Plan,Life Insurance,Hospitalization,121039.05,20.94,Monthly,18,Child,2020-08-12,2028-11-05,Active
f2c45635-de81-4033-acda-e48d15c2e300,2d576e05-4fec-4612-acc6-a99ab30054be,Daniel-Maldonado Shield Plan,Life Insurance,Hospitalization,757290.46,236.21,Monthly,20,Spouse,2022-03-16,2026-11-26,Active
18469142-9d4b-4d75-812b-c0fd423e52a2,2d576e05-4fec-4612-acc6-a99ab30054be,Doyle Group Shield Plan,Health Insurance,Total Permanent Disability,824114.24,241.49,Monthly,25,Child,2024-01-27,2031-10-08,Active
db308f8a-4d71-44d0-9ec7-2da1c00456c8,2d576e05-4fec-4612-acc6-a99ab30054be,Ellis-Smith Wellness Plan,Health Insurance,Critical Illness,662143.96,326.09,Monthly,22,Spouse,2021-11-02,2023-01-27,Matured
00295b93-a78c-410f-9761-c1ac1ce78307,8ddc578c-6163-4aea-8616-322879680076,Reynolds-Hess Essential Plan,Health Insurance,Accidental,416349.46,160.3,Quarterly,15,Self,2022-06-17,2028-04-19,Active
a88cd598-4139-483e-b0b0-da983ce7d7f0,8ddc578c-6163-4aea-8616-322879680076,Murray Inc Life Plan,Life Insurance,Total Permanent Disability,398191.11,167.79,Semi-Annual,26,Parent,2024-02-21,2026-06-26,Active
66f837c9-5d49-4f36-b7f1-5c34336c56c5,8ddc578c-6163-4aea-8616-322879680076,Hoffman-Martinez Wellness Plan,General Insurance,Critical Illness,500275.42,115.4,Annual,7,Parent,2016-11-22,2019-07-27,Matured
88ce0d3d-6c26-4273-a5c8-4079aae9b352,8ddc578c-6163-4aea-8616-322879680076,"Ward, Ho and Vaughn Wellness Plan",Health Insurance,Death,356882.7,78.42,Monthly,10,Self,2020-01-17,2024-02-09,Matured
