valuation_id,policy_id,as_of_date,current_value
538e48f2-9d00-45b5-b83a-1d5ebb011b96,e3d9171b-1696-48ee-849b-d9679d142c65,2018-01-02,358.8
0e511c16-8654-49b4-8398-98d56dacc4ad,e3d9171b-1696-48ee-849b-d9679d142c65,2018-06-08,473.06
06bc5aa1-1b43-4950-8bf4-cb780c6f061e,e3d9171b-1696-48ee-849b-d9679d142c65,2018-06-18,480.34
3b822278-c1aa-413d-8965-68f37fa68cf5,f7f542f0-d759-4fdb-ad90-8d14ba84286c,2022-08-13,0.0
5b16e348-319f-4875-aced-1bb5429c3a58,f7f542f0-d759-4fdb-ad90-8d14ba84286c,2022-12-09,258.06
a26f3a29-921f-47f3-9a23-bb5c23f0e0f2,f7f542f0-d759-4fdb-ad90-8d14ba84286c,2023-06-12,662.63
faacfc0e-377d-405a-a657-e35415dd7978,7d9e6ceb-0647-4fb2-8b9b-5a627087e097,2023-06-12,0.0
a4c63791-367c-4bc3-8cd6-0602d28e86f6,f7f542f0-d759-4fdb-ad90-8d14ba84286c,2023-07-19,743.55
91d0c7ba-5ebe-4f6e-8f17-cc52340926ac,7d9e6ceb-0647-4fb2-8b9b-5a627087e097,2023-07-19,32.14
38fe5c41-ebc8-4d1a-8fcd-4b3338c8684e,f7f542f0-d759-4fdb-ad90-8d14ba84286c,2023-07-27,761.04
163662b7-cb9e-4d9b-9589-7b9da199724f,7d9e6ceb-0647-4fb2-8b9b-5a627087e097,2023-07-27,39.09
6371e8db-7202-4ae9-a918-039ff4839263,f7f542f0-d759-4fdb-ad90-8d14ba84286c,2023-12-10,1058.46
633a27ba-a5ea-47c1-9c12-7beeefd20fc7,7d9e6ceb-0647-4fb2-8b9b-5a627087e097,2023-12-10,157.23
f9018959-ff10-4667-b975-2d20edbcca41,f7f542f0-d759-4fdb-ad90-8d14ba84286c,2024-03-11,1259.66
782db94e-cc85-4599-a3d8-c23ba1ac7f53,7d9e6ceb-0647-4fb2-8b9b-5a627087e097,2024-03-11,237.15
e9a3f6d6-613c-40cb-8983-1dc403744935,f7f542f0-d759-4fdb-ad90-8d14ba84286c,2024-10-01,1705.79
4726c131-6753-4e82-8c7a-cecc90704737,7d9e6ceb-0647-4fb2-8b9b-5a627087e097,2024-10-01,414.35
ca0c14ec-16dd-4897-9a6c-915da557abb2,f7f542f0-d759-4fdb-ad90-8d14ba84286c,2024-12-13,1865.43
73a238e5-b05f-461f-9b1b-c4d1dd40772e,7d9e6ceb-0647-4fb2-8b9b-5a627087e097,2024-12-13,477.77
0dfbb454-c713-47cc-8d3c-632d45bf39d9,f15ce7af-5e2e-489a-a59b-f8e310011a95,2024-12-13,0.0
71432fef-5f9a-4950-96e4-889f97eb8f39,f7f542f0-d759-4fdb-ad90-8d14ba84286c,2025-06-13,2263.45
367f04a1-a9b0-44cf-8839-4d0861d52f82,7d9e6ceb-0647-4fb2-8b9b-5a627087e097,2025-06-13,635.86
cc84bc1e-b4d8-4537-be0b-5b266d07a570,f15ce7af-5e2e-489a-a59b-f8e310011a95,2025-06-13,382.76
db618df5-4e10-489b-9fd1-bfbaf7c5ca96,f7f542f0-d759-4fdb-ad90-8d14ba84286c,2025-08-03,2374.98
336d9ce5-bdfb-4887-9cd6-cdd32714b198,7d9e6ceb-0647-4fb2-8b9b-5a627087e097,2025-08-03,680.16
b794a83b-22e2-4127-abf3-5ee6cfc662d7,f15ce7af-5e2e-489a-a59b-f8e310011a95,2025-08-03,490.01
ba1f5c84-d640-49d7-87de-25b23f72838e,7d9e6ceb-0647-4fb2-8b9b-5a627087e097,2026-03-03,864.32
4d0ee09f-91b7-45d0-a27d-9b25a9835f90,f15ce7af-5e2e-489a-a59b-f8e310011a95,2026-03-03,935.86
dd743c73-c2d4-430f-b8f7-7c645dde152c,5116a483-4c36-4827-b8d1-0ad7ffb3e696,2018-12-09,0.0
99a87a6e-d4cb-4a43-8a33-57dc1823f036,5116a483-4c36-4827-b8d1-0ad7ffb3e696,2018-12-11,2.63
08fc1359-9a21-4385-86f5-bd5e5797365a,5116a483-4c36-4827-b8d1-0ad7ffb3e696,2019-02-21,97.25
44698efe-876f-4629-a1bc-1b3aa43a88ef,5116a483-4c36-4827-b8d1-0ad7ffb3e696,2019-03-19,131.42
8c31baac-8e93-44db-8dd8-faf313056e4b,5116a483-4c36-4827-b8d1-0ad7ffb3e696,2020-02-25,582.18
d4865edc-4f6f-4c37-99ae-0763f9debd44,5116a483-4c36-4827-b8d1-0ad7ffb3e696,2020-09-09,841.07
e3c48d96-a3e6-4f67-b876-6178de65800e,5116a483-4c36-4827-b8d1-0ad7ffb3e696,2020-09-27,864.72
1ec54491-e051-4110-95b0-752231a3aaeb,5116a483-4c36-4827-b8d1-0ad7ffb3e696,2021-02-12,1046.08
14dd3984-b5ae-4b0e-82fb-643e5039d073,5116a483-4c36-4827-b8d1-0ad7ffb3e696,2022-01-12,1485.01
db57dc2e-ffa5-4548-871f-20bec82ec504,5116a483-4c36-4827-b8d1-0ad7ffb3e696,2022-07-23,1737.33
b896f033-d589-4018-9ad3-950279f19cd1,5116a483-4c36-4827-b8d1-0ad7ffb3e696,2023-04-09,2079.01
4fd2656f-2c0f-4089-adf2-5628bbdd0141,e1d73f39-2097-4dd6-bc09-3ba2af7e106b,2023-06-08,0.0
aefe849f-e6d7-4f94-94a9-c3dab318f84a,e1d73f39-2097-4dd6-bc09-3ba2af7e106b,2023-06-22,18.4
3d013f8a-e964-4b4c-a5d4-d0c4d156dd33,e1d73f39-2097-4dd6-bc09-3ba2af7e106b,2023-07-14,47.31
3269a950-b0f2-408e-a2b2-9f306703be8e,e1d73f39-2097-4dd6-bc09-3ba2af7e106b,2023-10-20,176.1
e94b1c49-0114-486d-b835-8f7d491d668c,e1d73f39-2097-4dd6-bc09-3ba2af7e106b,2024-06-17,492.81
6d464422-2451-4186-87d3-8ddc464cb24c,e1d73f39-2097-4dd6-bc09-3ba2af7e106b,2025-04-12,885.75
41d5c0e6-234a-493d-8b87-46659527a302,e1d73f39-2097-4dd6-bc09-3ba2af7e106b,2025-09-18,1094.7
7b09e52d-c45b-4c27-83fb-735ee47db466,c99399b8-3122-4ca9-8fe6-97b29d2d3076,2021-12-10,0.0
318b9577-c2b5-4625-9a83-08cac9a606bc,c99399b8-3122-4ca9-8fe6-97b29d2d3076,2022-02-03,72.28
cc8f109b-94fb-43c8-8ce2-e62abdfeb6d0,c99399b8-3122-4ca9-8fe6-97b29d2d3076,2022-09-24,378.48
22823a54-215c-47cf-bc1b-96160df7fb8b,c99399b8-3122-4ca9-8fe6-97b29d2d3076,2023-07-13,762.22
4adeb9df-c5c7-45aa-a151-3d9c05f38b42,c99399b8-3122-4ca9-8fe6-97b29d2d3076,2023-09-06,834.5
5891c6b9-5738-44b9-8b2a-9561f8018664,761bfa80-9eb8-4ab2-ac43-cec0dc90b887,2023-09-06,0.0
9f34d767-29ce-4fa8-a867-fbd053d05db4,c99399b8-3122-4ca9-8fe6-97b29d2d3076,2023-09-18,850.27
8cde6d6e-3f4e-47a9-8ec3-5c75fa54f789,761bfa80-9eb8-4ab2-ac43-cec0dc90b887,2023-09-18,15.77
cf0fbd31-0426-4927-8095-ed7dd812edce,c99399b8-3122-4ca9-8fe6-97b29d2d3076,2024-02-18,1051.33
1ef4d784-ec84-4800-bc06-d7524ae5b800,761bfa80-9eb8-4ab2-ac43-cec0dc90b887,2024-02-18,216.84
c7e9371b-c081-4e32-b5ac-b2d8a2ffc65b,c99399b8-3122-4ca9-8fe6-97b29d2d3076,2024-12-26,1461.36
ef1c7115-0a3b-4440-8442-926553121597,761bfa80-9eb8-4ab2-ac43-cec0dc90b887,2024-12-26,626.86
f3298af0-31a3-4fa4-9965-8588328cd972,c99399b8-3122-4ca9-8fe6-97b29d2d3076,2025-05-05,1632.2
9b447a52-810f-4b69-8e39-71f52f8ce32c,761bfa80-9eb8-4ab2-ac43-cec0dc90b887,2025-05-05,797.7
8a266f5d-0a25-4289-be5f-30bd89408848,c99399b8-3122-4ca9-8fe6-97b29d2d3076,2026-01-19,1972.57
d95e0317-8da3-42ca-9f8c-aaf2d7e0a32e,761bfa80-9eb8-4ab2-ac43-cec0dc90b887,2026-01-19,1138.07
cbfdcb2b-80e2-4950-a243-39451f3c2dda,c99399b8-3122-4ca9-8fe6-97b29d2d3076,2026-02-16,2009.36
b009384f-f403-4efa-891d-ac80df7d4cbf,761bfa80-9eb8-4ab2-ac43-cec0dc90b887,2026-02-16,1174.87
31f36813-ad83-4262-aa40-d6c5df57d9eb,0da53126-3e67-4c97-bd0d-fa5a696b918f,2019-10-25,0.0
3c342d94-a440-4977-bac2-075a25f51ceb,0da53126-3e67-4c97-bd0d-fa5a696b918f,2020-03-25,404.04
9d0a42de-6265-4660-923b-efbdc8eb06af,0da53126-3e67-4c97-bd0d-fa5a696b918f,2020-08-01,746.95
dd1ade81-b1a7-4f25-ae1e-6a50203ec8d9,0da53126-3e67-4c97-bd0d-fa5a696b918f,2020-11-29,1065.93
0db4caee-35bc-4f4c-9032-648bd1d25613,0da53126-3e67-4c97-bd0d-fa5a696b918f,2021-01-27,1222.76
133d9020-654d-45f8-8daf-15065667ad06,0da53126-3e67-4c97-bd0d-fa5a696b918f,2021-02-12,1265.29
58998ad4-42d1-4bbe-b458-1eeaf2ef9be3,0da53126-3e67-4c97-bd0d-fa5a696b918f,2021-08-10,1741.1
529d8604-d80f-42a9-9270-553a486e9ff5,0da53126-3e67-4c97-bd0d-fa5a696b918f,2022-01-09,2145.14
276a242c-0144-4225-b747-ad80880cb6a3,0da53126-3e67-4c97-bd0d-fa5a696b918f,2022-02-04,2214.25
3d2d486d-eba5-4a79-8f0e-d33583bed5a3,0da53126-3e67-4c97-bd0d-fa5a696b918f,2022-08-21,2740.57
5031dd3f-8e36-4909-9426-f6de6a280af1,0da53126-3e67-4c97-bd0d-fa5a696b918f,2023-01-18,3139.3
0207985c-fcf3-4801-b6ef-82af03d330cd,0da53126-3e67-4c97-bd0d-fa5a696b918f,2023-02-22,3232.33
d735425d-ad75-4610-b10a-8567e808a18e,0da53126-3e67-4c97-bd0d-fa5a696b918f,2023-07-08,3593.84
da19f74a-66ed-408b-b6c6-3c4365061066,0da53126-3e67-4c97-bd0d-fa5a696b918f,2023-11-19,3950.04
a9593599-da6c-4b58-8139-96eeb42e9d62,0da53126-3e67-4c97-bd0d-fa5a696b918f,2024-01-14,4098.9
382bc825-30f9-4182-8869-cd32c72e8614,0da53126-3e67-4c97-bd0d-fa5a696b918f,2024-08-06,4643.82
0a22e84b-31e6-43c7-b650-62649d997408,0da53126-3e67-4c97-bd0d-fa5a696b918f,2024-09-14,4747.49
5872142f-e75e-4b5e-98f7-40072dd5391b,0da53126-3e67-4c97-bd0d-fa5a696b918f,2025-01-31,5116.97
181d8d32-8bb4-4077-bbc5-bb8dfcaa9d62,0da53126-3e67-4c97-bd0d-fa5a696b918f,2025-04-02,5279.12
159458af-ac34-4b2f-a1f8-2f141d2f53f1,0da53126-3e67-4c97-bd0d-fa5a696b918f,2025-04-28,5348.23
d51006cf-664d-4496-a2cb-7a27b7e3c070,5b77cb74-8376-45f9-98bf-90b0df279dcb,2025-04-28,0.0
4150d02b-870a-4bb3-8fb3-9f12b90f656c,0da53126-3e67-4c97-bd0d-fa5a696b918f,2025-10-31,5842.65
2ea56919-ca25-49e7-8685-777ee97ee59c,5b77cb74-8376-45f9-98bf-90b0df279dcb,2025-10-31,478.82
a21d9a66-0fbe-4112-84f6-facb644e464e,efc37795-c922-4c08-b658-56bea0d1c3fa,2018-07-27,0.0
5071e88a-409a-4452-a72c-522720524e3d,efc37795-c922-4c08-b658-56bea0d1c3fa,2018-08-14,120.97
87dafd40-d22c-4346-84f8-4096ccb04de5,efc37795-c922-4c08-b658-56bea0d1c3fa,2019-05-27,2043.12
04add81b-1c20-4c15-b377-8ad2c4def575,efc37795-c922-4c08-b658-56bea0d1c3fa,2019-12-05,3333.51
68472881-e4a1-4c0e-b877-b809e4f9c2a0,efc37795-c922-4c08-b658-56bea0d1c3fa,2020-07-25,4899.45
4b08310b-6677-4821-b4d7-99dd2f8b8a77,efc37795-c922-4c08-b658-56bea0d1c3fa,2020-11-09,5618.58
76b39fd1-a7ad-4e84-baeb-5f0c812b01d3,efc37795-c922-4c08-b658-56bea0d1c3fa,2020-11-13,5645.46
d8cd6c14-4a79-4656-a788-2ee80877ef97,efc37795-c922-4c08-b658-56bea0d1c3fa,2021-04-04,6599.81
2fb507d4-18f4-40c4-bca9-cef4a3c4675d,efc37795-c922-4c08-b658-56bea0d1c3fa,2021-09-09,7661.7
722b91b4-354c-4d38-b5c3-821b29abafa5,efc37795-c922-4c08-b658-56bea0d1c3fa,2021-10-14,7896.93
b6436619-9090-4c1e-a6e8-89880c44938e,efc37795-c922-4c08-b658-56bea0d1c3fa,2021-12-20,8347.22
a437af2e-4354-4550-9d41-1fcba19732c3,efc37795-c922-4c08-b658-56bea0d1c3fa,2022-08-14,9940.05
37b7e117-08f1-479a-b5a8-da592ffa6459,efc37795-c922-4c08-b658-56bea0d1c3fa,2023-01-09,10934.72
3e6dcc1b-4acf-4aa0-9539-8f7250f7c1e1,efc37795-c922-4c08-b658-56bea0d1c3fa,2023-07-10,12157.91
abce1228-2aa4-4e9f-878e-feb642a6e1da,efc37795-c922-4c08-b658-56bea0d1c3fa,2023-08-26,12473.78
ea52db5f-6b76-4e73-80fd-30db4441a8df,6e3b6c2c-6dcf-4ac0-9ad8-6abcf382da93,2022-05-27,0.0
c558b76e-d78f-418a-ad6a-de484ee80867,6e3b6c2c-6dcf-4ac0-9ad8-6abcf382da93,2022-09-02,187.36
1c020560-8664-4184-92f0-55670b6b1687,267c0f52-eb49-45f1-bad3-f3644da3fad8,2023-02-21,0.0
1f5b0662-d03f-4fff-a3fc-fafc330be2fe,6e3b6c2c-6dcf-4ac0-9ad8-6abcf382da93,2023-02-21,516.2
317fde65-44d1-4a99-b3dd-b33743b1b6b0,267c0f52-eb49-45f1-bad3-f3644da3fad8,2023-08-09,663.2
bafc7c05-41e8-47b9-943e-043d09a5c00b,6e3b6c2c-6dcf-4ac0-9ad8-6abcf382da93,2023-08-09,839.3
531737f5-a086-44bd-971a-26c1145ece11,267c0f52-eb49-45f1-bad3-f3644da3fad8,2024-07-01,1946.42
bf121b09-bae8-456f-9a1b-d614e5512a44,6e3b6c2c-6dcf-4ac0-9ad8-6abcf382da93,2024-07-01,1464.48
177595f7-44a2-4859-9233-7292ff41b83a,267c0f52-eb49-45f1-bad3-f3644da3fad8,2024-10-27,2409.48
12c0a729-6c2f-4d2a-980a-cc1abfc1094e,6e3b6c2c-6dcf-4ac0-9ad8-6abcf382da93,2024-10-27,1690.08
e74ac955-3967-4900-abe3-af96e4062b75,267c0f52-eb49-45f1-bad3-f3644da3fad8,2024-11-12,2472.27
ee111c74-b004-4965-9080-52ec3b6baeb1,6e3b6c2c-6dcf-4ac0-9ad8-6abcf382da93,2024-11-12,1720.67
c7790c62-8cdd-4380-abcd-b6aa6ea3b8d1,267c0f52-eb49-45f1-bad3-f3644da3fad8,2025-01-09,2699.88
9ec6d30a-24c9-4b2b-9b09-0e1755560d13,6e3b6c2c-6dcf-4ac0-9ad8-6abcf382da93,2025-01-09,1831.55
e3e6985e-2dc0-4e8c-836f-903857070add,267c0f52-eb49-45f1-bad3-f3644da3fad8,2025-06-10,3296.36
ac8add63-6c99-4779-9e9e-0b662ea7edb6,6e3b6c2c-6dcf-4ac0-9ad8-6abcf382da93,2025-06-10,2122.16
b071bafd-17df-463d-82b3-da7c36c11b73,267c0f52-eb49-45f1-bad3-f3644da3fad8,2026-01-21,4179.31
09bfe927-2835-4ff2-8203-06fd69bdd15a,6e3b6c2c-6dcf-4ac0-9ad8-6abcf382da93,2026-01-21,2552.32
c2daca38-7169-427e-b6ea-91b36f4da35c,267c0f52-eb49-45f1-bad3-f3644da3fad8,2026-03-01,4332.36
f9d56480-9547-41e0-a482-ffb2f2687d69,79498c77-4ebb-4fc1-b3a3-65326bd1f799,2026-03-01,0.0
7decc581-eb5a-4621-8c6d-d886540e0f81,6e3b6c2c-6dcf-4ac0-9ad8-6abcf382da93,2026-03-01,2626.88
0569434c-699b-43e7-98ee-e88d033cfe1d,820b4ed6-bf0f-40f3-bc84-4427701a8a85,2016-05-31,0.0
8b13a5de-cdf0-493f-a859-977e1dd2bf67,820b4ed6-bf0f-40f3-bc84-4427701a8a85,2016-09-07,3.84
5de7f80d-65f5-4add-b8bb-0d8055949e23,820b4ed6-bf0f-40f3-bc84-4427701a8a85,2017-02-07,9.77
f7d68c1f-dc8c-48d1-b630-9a57355fd098,820b4ed6-bf0f-40f3-bc84-4427701a8a85,2018-01-05,22.64
f81533bf-f452-4541-8497-70942a3af574,820b4ed6-bf0f-40f3-bc84-4427701a8a85,2018-05-09,27.45
1e5a32f8-28ab-44db-aa87-6db329b23783,820b4ed6-bf0f-40f3-bc84-4427701a8a85,2018-07-19,30.2
f19aa825-97b2-468e-9c44-9fd28f397b2c,820b4ed6-bf0f-40f3-bc84-4427701a8a85,2019-02-01,37.84
9ca1445a-1848-4809-9a1b-b582d0b285e4,c50b057e-f018-4120-b80f-3d9916cd4f66,2022-12-21,0.0
2949e82c-c679-40e1-b707-8d94b7195559,c50b057e-f018-4120-b80f-3d9916cd4f66,2023-02-09,5.16
5b2a7af2-0823-4a96-977d-df266b85201b,c50b057e-f018-4120-b80f-3d9916cd4f66,2023-04-13,11.67
4c096b9d-400d-4211-9e6e-1f476f427a8e,c50b057e-f018-4120-b80f-3d9916cd4f66,2023-05-20,15.49
05c072ad-2ed6-40fc-a72c-6c3797777b58,486cd1d4-f957-438f-bbbb-6c220dadedfd,2023-05-20,0.0
64dd4484-5c01-4328-8321-dee2eb2616ab,c50b057e-f018-4120-b80f-3d9916cd4f66,2023-05-28,16.32
99346ada-96e4-48fb-ac2a-f919322ceee1,486cd1d4-f957-438f-bbbb-6c220dadedfd,2023-05-28,0.38
329ca14a-1926-4560-a08c-dfb5d0261e85,c50b057e-f018-4120-b80f-3d9916cd4f66,2023-06-18,18.49
e22ed621-a79c-4195-9576-cd9b81ec530e,4c9bf555-4f74-42c2-bce5-cb4daee31931,2023-06-18,0.0
69974ff9-7fb6-4883-b3b5-7f728b1553d7,486cd1d4-f957-438f-bbbb-6c220dadedfd,2023-06-18,1.39
cbdff6ac-0b24-4754-9f9c-04b1df668964,c50b057e-f018-4120-b80f-3d9916cd4f66,2023-10-20,31.3
840caeeb-1cc5-40aa-bd65-ccbecc363e71,4c9bf555-4f74-42c2-bce5-cb4daee31931,2023-10-20,5.51
13534014-f3d4-455b-94ff-18a11ca692cb,b4de9fbe-d3d0-4fb7-bdd7-1a985bfef86a,2023-10-20,0.0
165d12bd-e665-4901-9803-93a71332ed87,486cd1d4-f957-438f-bbbb-6c220dadedfd,2023-10-20,7.32
b860945b-df2b-49f3-85ea-2fc1515384ac,c50b057e-f018-4120-b80f-3d9916cd4f66,2024-05-22,53.51
c654aa3d-f573-40e6-aec1-4d0025956f24,4c9bf555-4f74-42c2-bce5-cb4daee31931,2024-05-22,15.06
30e0a16a-a8cb-4cc0-a11e-dd808148f10b,b4de9fbe-d3d0-4fb7-bdd7-1a985bfef86a,2024-05-22,26.05
0087ce48-dae5-416f-b8e7-619e7ae4d8f2,486cd1d4-f957-438f-bbbb-6c220dadedfd,2024-05-22,17.6
6f143b2f-a869-42da-a5f3-82a846519c36,c50b057e-f018-4120-b80f-3d9916cd4f66,2024-12-09,74.27
531f5ffd-3aad-4503-b767-583016c6b023,4c9bf555-4f74-42c2-bce5-cb4daee31931,2024-12-09,23.99
0232b353-14a5-4fc3-8b33-2334d9a46ce3,b4de9fbe-d3d0-4fb7-bdd7-1a985bfef86a,2024-12-09,50.41
a3fdc129-68b3-4e40-b58e-5f9034b84c7f,486cd1d4-f957-438f-bbbb-6c220dadedfd,2024-12-09,27.22
a5ef9010-732d-4464-ba40-e0751d774d44,c50b057e-f018-4120-b80f-3d9916cd4f66,2025-07-01,95.34
b23c8dc4-d920-49d4-855b-890a12ef65c6,4c9bf555-4f74-42c2-bce5-cb4daee31931,2025-07-01,33.05
01acf815-5857-4fbc-abc6-baf892c4ae16,b4de9fbe-d3d0-4fb7-bdd7-1a985bfef86a,2025-07-01,75.12
14704235-0531-40fb-84f0-586cba1b9087,486cd1d4-f957-438f-bbbb-6c220dadedfd,2025-07-01,36.98
1a19b1c7-c650-4f9d-997a-a4d7acad628d,c50b057e-f018-4120-b80f-3d9916cd4f66,2025-08-26,101.12
da9c57f4-1ee4-4c97-84f8-087e62ae54a3,4c9bf555-4f74-42c2-bce5-cb4daee31931,2025-08-26,35.54
bc737dc9-fff7-4bda-8b4c-aea6aad3751f,b4de9fbe-d3d0-4fb7-bdd7-1a985bfef86a,2025-08-26,81.91
26aaedf3-0dd1-4f17-85ef-f39cd0ce7b39,486cd1d4-f957-438f-bbbb-6c220dadedfd,2025-08-26,39.66
bb4e94cc-0568-4e32-ae15-bdb33a374f57,c50b057e-f018-4120-b80f-3d9916cd4f66,2025-10-26,107.43
3a9b11f4-2ae2-44fa-9735-7a31dcad68ff,4c9bf555-4f74-42c2-bce5-cb4daee31931,2025-10-26,38.24
b27482c7-d631-433f-a7f7-5b06c97a795e,b4de9fbe-d3d0-4fb7-bdd7-1a985bfef86a,2025-10-26,89.3
05c6a8f3-be0b-4a28-8044-5cae392d62e3,486cd1d4-f957-438f-bbbb-6c220dadedfd,2025-10-26,42.57
2ac150ad-b0df-4f12-96ef-18fd0078b6ed,c50b057e-f018-4120-b80f-3d9916cd4f66,2026-02-19,119.41
c614e7d5-a03c-4521-b488-2ba80ec21b7e,4c9bf555-4f74-42c2-bce5-cb4daee31931,2026-02-19,43.4
9a6ca659-6bf8-42ff-9ad7-8dbfd6363d35,b4de9fbe-d3d0-4fb7-bdd7-1a985bfef86a,2026-02-19,103.35
44f76054-5214-45af-b8e2-3f204ec81f39,486cd1d4-f957-438f-bbbb-6c220dadedfd,2026-02-19,48.12
e572cbe3-47a8-441d-92b8-d8593a33ee85,c50b057e-f018-4120-b80f-3d9916cd4f66,2026-02-23,119.82
578aabe0-dbc9-45e6-a92c-53663e01e057,4c9bf555-4f74-42c2-bce5-cb4daee31931,2026-02-23,43.57
2a9daa9c-de25-4dcc-ad54-f16dec054222,b4de9fbe-d3d0-4fb7-bdd7-1a985bfef86a,2026-02-23,103.84
04eb8ea9-d75c-40f3-b9c6-accc5f01e024,882de75c-69ce-4152-a343-b8ea85de847c,2018-02-07,0.0
9b3e2a62-6cd2-45cf-bf96-c63248a1dfcb,882de75c-69ce-4152-a343-b8ea85de847c,2018-02-25,134.69
55bf5188-aad4-47ca-a8ff-31e3a7a9bb20,882de75c-69ce-4152-a343-b8ea85de847c,2018-11-20,2140.06
8a940ea0-5feb-4a93-adb9-a2b476dd6750,882de75c-69ce-4152-a343-b8ea85de847c,2019-08-14,4137.96
d173b666-c815-4d10-a045-617db6b5fa1a,882de75c-69ce-4152-a343-b8ea85de847c,2020-04-05,5896.4
dd1c9fd1-579a-4ac4-b09b-8da4ad7b48bb,882de75c-69ce-4152-a343-b8ea85de847c,2020-06-11,6397.75
a1d85b62-877f-48c5-9958-06270f13972e,26bf4b63-75af-42fd-b2c6-610267ae1e08,2020-06-11,0.0
4db59e5f-a1e2-4921-af92-dbc3750aafe9,882de75c-69ce-4152-a343-b8ea85de847c,2020-08-13,6869.16
9cfc45d9-99e1-44a0-a6b2-9507b17ebce7,26bf4b63-75af-42fd-b2c6-610267ae1e08,2020-08-13,191.27
c9b04272-7050-4592-aebf-f380871cf5c4,26bf4b63-75af-42fd-b2c6-610267ae1e08,2020-08-31,245.92
f17b9486-0ba5-482d-abcc-f6e0bd656f70,26bf4b63-75af-42fd-b2c6-610267ae1e08,2021-04-27,971.52
b92d3dd8-d98d-42e3-bf52-9709fd8d4b0e,26bf4b63-75af-42fd-b2c6-610267ae1e08,2021-04-29,977.59
1f30d9d9-aac4-4a50-a992-bfea3111ba73,26bf4b63-75af-42fd-b2c6-610267ae1e08,2021-10-27,1527.1
e9de4f9a-57e1-4704-9225-26c225b62a9e,26bf4b63-75af-42fd-b2c6-610267ae1e08,2022-06-15,2228.42
68f7b9a7-1920-493f-9eee-9d325f7d3a4d,26bf4b63-75af-42fd-b2c6-610267ae1e08,2022-11-13,2686.85
c89c3685-eaa1-4ad3-a844-d65c8eff8990,26bf4b63-75af-42fd-b2c6-610267ae1e08,2023-04-02,3111.89
339335d2-4219-403e-b868-142b12c525b8,26bf4b63-75af-42fd-b2c6-610267ae1e08,2023-06-12,3327.45
1550e79c-138d-4cba-8a3e-109e806a03b9,26bf4b63-75af-42fd-b2c6-610267ae1e08,2023-08-27,3558.18
1f4b9f20-57e0-4409-b568-aa6f0bf02311,26bf4b63-75af-42fd-b2c6-610267ae1e08,2024-01-24,4013.58
79a6d088-52d8-441f-a09a-cefde4923258,26bf4b63-75af-42fd-b2c6-610267ae1e08,2024-07-06,4511.48
2bacd207-3287-4c38-98ca-f2ec78be3cf2,4a025bf1-8ea1-4b5f-8824-5b87484b9b7a,2024-10-18,0.0
abd31b71-807a-48a8-b451-02c75f7d2de2,26bf4b63-75af-42fd-b2c6-610267ae1e08,2024-10-18,4827.23
8ca450a8-34ce-4725-bf55-00ed6544282c,4a025bf1-8ea1-4b5f-8824-5b87484b9b7a,2025-01-01,172.03
158e8dae-97f5-4e25-a5b1-db24de443496,26bf4b63-75af-42fd-b2c6-610267ae1e08,2025-01-01,5054.93
91437d8f-a2d6-4858-aa19-c84c1df4e221,4a025bf1-8ea1-4b5f-8824-5b87484b9b7a,2025-02-18,282.13
e33c81bd-3bb4-4dd8-81c9-8983c73a30af,26bf4b63-75af-42fd-b2c6-610267ae1e08,2025-02-18,5200.65
f86340dd-508f-4976-b488-621cc1f65586,4a025bf1-8ea1-4b5f-8824-5b87484b9b7a,2025-08-18,697.3
cdbb7c62-0073-47c0-9b2d-b5882eccdff2,4a025bf1-8ea1-4b5f-8824-5b87484b9b7a,2026-01-12,1034.48
d0de29c0-de79-4719-81e7-bbdd2a58069e,2da4c598-8814-48d9-956f-b14d72f35ebc,2020-10-31,0.0
7d343b34-1d0a-464c-bffc-0cf966e6500c,2da4c598-8814-48d9-956f-b14d72f35ebc,2021-06-28,315.4
d0f4bd6f-8f12-4b1d-b133-fcb6a76ac31b,2da4c598-8814-48d9-956f-b14d72f35ebc,2021-10-15,458.64
d16d60a0-f2ba-4dbc-bf81-d38e6faea02f,2da4c598-8814-48d9-956f-b14d72f35ebc,2022-06-29,796.39
519e165f-4e9a-4c50-b475-2e53d0d8b882,2da4c598-8814-48d9-956f-b14d72f35ebc,2022-07-15,817.41
eff2fad1-cb26-4e20-b57b-38da046cee53,2da4c598-8814-48d9-956f-b14d72f35ebc,2022-09-23,909.4
79ae4246-8f10-424a-8d57-a12a10905fc0,2da4c598-8814-48d9-956f-b14d72f35ebc,2022-09-27,914.66
dcfbe157-6085-4992-9c20-bcc12fae20f9,2da4c598-8814-48d9-956f-b14d72f35ebc,2022-11-20,985.63
cb942497-15e9-4948-b144-fb2a5bcee756,2da4c598-8814-48d9-956f-b14d72f35ebc,2023-07-14,1295.77
18196b60-0d31-4a9b-965e-1c9dde220c82,2da4c598-8814-48d9-956f-b14d72f35ebc,2024-03-20,1624.31
db4de412-3cee-49e1-8fbf-da98cc2d4ddf,2da4c598-8814-48d9-956f-b14d72f35ebc,2025-01-27,2035.65
c5ebe2d6-aaa3-46b2-a333-02e531b30bed,2da4c598-8814-48d9-956f-b14d72f35ebc,2025-07-07,2247.23
f951d3d6-1246-4c68-8456-e518ed9429c7,2da4c598-8814-48d9-956f-b14d72f35ebc,2026-01-22,2508.75
